driverStandingsId,raceId,driverId,points,position,wins
70488,1061,849,0,19,0
70489,1061,4,26,11,0
70490,1061,853,0,20,0
70528,1062,849,6,15,0
70527,1062,842,50,8,0
70525,1062,20,30,12,0
70524,1062,847,4,16,0
70523,1062,839,39,10,1
70521,1062,8,2,17,0
70520,1062,840,18,14,0
70517,1062,817,50,9,0
70515,1062,815,104,5,1
70513,1062,822,108,4,0
70530,1062,853,0,20,0
70529,1062,4,38,11,0
70526,1062,854,0,19,0
70519,1062,852,18,13,0
70516,1062,844,80,7,0
70512,1062,830,187,2,5
70514,1062,846,113,3,0
70522,1062,841,1,18,0
70518,1062,832,83,6,0
70511,1062,1,195,1,4
70531,1063,1,202.5,1,4
70532,1063,830,199.5,2,6
70533,1063,822,108,4,0
70534,1063,846,113,3,0
70535,1063,815,104,5,1
70536,1063,844,82,7,0
70537,1063,817,56,8,0
70538,1063,832,83.5,6,0
70539,1063,852,18,13,0
70540,1063,840,18,14,0
70541,1063,8,2,17,0
70542,1063,841,1,18,0
70543,1063,839,42,10,1
70544,1063,847,13,15,0
70545,1063,20,35,12,0
70546,1063,854,0,19,0
70547,1063,842,54,9,0
70548,1063,849,7,16,0
70549,1063,4,38,11,0
70550,1063,853,0,20,0
70551,1064,1,221.5,2,4
70552,1064,830,224.5,1,7
70553,1064,822,123,3,0
70554,1064,846,114,4,0
70555,1064,815,108,5,1
70556,1064,844,92,6,0
70557,1064,817,56,9,0
70558,1064,832,89.5,7,0
70559,1064,852,18,13,0
70560,1064,840,18,14,0
70561,1064,8,2,17,0
70562,1064,841,1,18,0
70563,1064,839,44,11,1
70564,1064,847,13,15,0
70565,1064,20,35,12,0
70566,1064,854,0,19,0
70567,1064,842,66,8,0
70568,1064,849,7,16,0
70569,1064,4,46,10,0
70570,1064,853,0,20,0
70571,1064,9,0,21,0
70572,1065,1,221.5,2,4
70573,1065,830,226.5,1,7
70574,1065,822,141,3,0
70575,1065,846,132,4,0
70576,1065,815,118,5,1
70577,1065,844,104,6,0
70578,1065,817,83,8,1
70579,1065,832,97.5,7,0
70580,1065,852,18,14,0
70581,1065,840,24,13,0
70582,1065,8,2,17,0
70583,1065,841,1,18,0
70584,1065,839,45,11,1
70585,1065,847,15,15,0
70586,1065,20,35,12,0
70587,1065,854,0,19,0
70588,1065,842,66,9,0
70589,1065,849,7,16,0
70590,1065,4,50,10,0
70591,1065,853,0,21,0
70592,1065,9,0,20,0
70593,1066,1,246.5,1,5
70594,1066,830,244.5,2,7
70595,1066,822,151,3,0
70596,1066,846,139,4,0
70597,1066,815,120,5,1
70598,1066,844,104,7,0
70599,1066,817,95,8,1
70600,1066,832,112.5,6,0
70601,1066,852,18,14,0
70602,1066,840,24,13,0
70603,1066,8,6,17,0
70604,1066,841,1,18,0
70605,1066,839,45,11,1
70606,1066,847,16,15,0
70607,1066,20,35,12,0
70608,1066,854,0,19,0
70609,1066,842,66,9,0
70610,1066,849,7,16,0
70611,1066,4,58,10,0
70612,1066,853,0,21,0
70613,1066,9,0,20,0
70614,1067,1,256.5,2,5
70615,1067,830,262.5,1,7
70616,1067,822,177,3,1
70617,1067,846,145,4,0
70618,1067,815,135,5,1
70619,1067,844,116,7,0
70620,1067,817,95,8,1
70621,1067,832,116.5,6,0
70622,1067,852,18,14,0
70623,1067,840,26,13,0
70624,1067,8,6,17,0
70625,1067,841,1,18,0
70626,1067,839,46,11,1
70627,1067,847,16,15,0
70628,1067,20,35,12,0
70629,1067,854,0,19,0
70630,1067,842,74,9,0
70631,1067,849,7,16,0
70632,1067,4,58,10,0
70633,1067,853,0,21,0
70634,1067,9,0,20,0
70635,1069,1,275.5,2,5
70636,1069,830,287.5,1,8
70637,1069,822,185,3,1
70638,1069,846,149,5,0
70639,1069,815,150,4,1
70640,1069,844,128,6,0
70641,1069,817,105,8,1
70642,1069,832,122.5,7,0
70643,1069,852,20,14,0
70644,1069,840,26,13,0
70645,1069,8,6,17,0
70646,1069,841,1,18,0
70647,1069,839,46,11,1
70648,1069,847,16,15,0
70649,1069,20,36,12,0
70650,1069,854,0,19,0
70651,1069,842,74,9,0
70652,1069,849,7,16,0
70653,1069,4,58,10,0
70654,1069,853,0,21,0
70655,1069,9,0,20,0
70656,1070,1,293.5,2,5
70657,1070,830,312.5,1,9
70658,1070,822,185,3,1
70659,1070,846,150,5,0
70660,1070,815,165,4,1
70661,1070,844,138,6,0
70662,1070,817,105,8,1
70663,1070,832,130.5,7,0
70664,1070,852,20,14,0
70665,1070,840,26,13,0
70666,1070,8,10,16,0
70667,1070,841,1,18,0
70668,1070,839,46,11,1
70669,1070,847,16,15,0
70670,1070,20,42,12,0
70671,1070,854,0,19,0
70672,1070,842,86,9,0
70673,1070,849,7,17,0
70674,1070,4,60,10,0
70675,1070,853,0,21,0
70676,1070,9,0,20,0
70677,1071,1,318.5,2,6
70678,1071,830,332.5,1,9
70679,1071,822,203,3,1
70680,1071,846,151,5,0
70681,1071,815,178,4,1
70682,1071,844,148,6,0
70683,1071,817,105,8,1
70684,1071,832,139.5,7,0
70685,1071,852,20,14,0
70686,1071,840,26,13,0
70687,1071,8,10,16,0
70688,1071,841,1,18,0
70689,1071,839,50,11,1
70690,1071,847,16,15,0
70691,1071,20,42,12,0
70692,1071,854,0,19,0
70693,1071,842,92,9,0
70694,1071,849,7,17,0
70695,1071,4,62,10,0
70696,1071,853,0,21,0
70697,1071,9,0,20,0
70719,1072,1,369.5,2,8
70720,1072,830,369.5,1,9
70721,1072,822,218,3,1
70722,1072,846,154,6,0
70723,1072,815,190,4,1
70724,1072,844,158,5,0
70725,1072,817,115,8,1
70726,1072,832,149.5,7,0
70727,1072,852,20,14,0
70728,1072,840,34,13,0
70729,1072,8,10,16,0
70730,1072,841,3,18,0
70731,1072,839,72,11,1
70732,1072,847,16,15,0
70733,1072,20,43,12,0
70734,1072,854,0,19,0
70735,1072,842,100,9,0
70736,1072,849,7,17,0
70737,1072,4,77,10,0
70738,1072,853,0,21,0
70739,1072,9,0,20,0
70740,1073,1,387.5,2,8
70741,1073,830,395.5,1,10
70742,1073,822,226,3,1
70743,1073,846,160,6,0
70744,1073,815,190,4,1
70745,1073,844,159,7,0
70746,1073,817,115,8,1
70747,1073,832,164.5,5,0
70748,1073,852,32,14,0
70749,1073,840,34,13,0
70750,1073,8,10,16,0
70751,1073,841,3,18,0
70752,1073,839,74,11,1
70753,1073,847,16,15,0
70754,1073,20,43,12,0
70755,1073,854,0,19,0
70756,1073,842,110,9,0
70757,1073,849,7,17,0
70758,1073,4,81,10,0
70759,1073,853,0,21,0
70760,1073,9,0,20,0
71395,1074,842,0,20,0
71394,1074,830,0,19,0
71393,1074,815,0,18,0
71392,1074,807,0,17,0
71391,1074,849,0,16,0
71390,1074,846,0,15,0
71389,1074,817,0,14,0
71388,1074,848,0,13,0
71387,1074,840,0,12,0
71386,1074,854,0,11,0
71385,1074,855,1,10,0
71384,1074,4,2,9,0
71383,1074,852,4,8,0
71382,1074,839,6,7,0
71381,1074,822,8,6,0
70796,71,33,0,14,0
70797,71,40,0,15,0
70798,71,30,0,18,0
70799,71,2,0,19,0
70800,71,27,0,20,0
70819,72,2,6,7,0
70820,72,27,0,17,0
70821,72,19,0,21,0
70841,73,27,0,19,0
70842,73,19,0,22,0
70843,73,37,4,11,0
70865,74,37,4,14,0
70866,74,25,6,12,0
70867,74,24,1,17,0
70913,76,37,4,14,0
70914,76,25,6,12,0
70915,76,24,1,17,0
70939,77,24,1,17,0
70963,78,24,1,17,0
70987,79,24,1,21,0
70988,79,41,0,24,0
71012,80,24,1,22,0
71013,80,41,0,24,0
71037,81,24,1,22,0
71038,81,41,0,24,0
71063,82,41,0,25,0
71064,82,38,0,24,0
71089,83,41,0,25,0
71090,83,38,0,24,0
71115,84,41,0,25,0
71116,84,38,0,24,0
71142,85,38,0,25,0
71143,85,42,2,22,0
71169,86,38,0,25,0
71170,86,42,2,22,0
71196,87,38,0,25,0
71197,87,42,2,22,0
71223,88,38,0,25,0
71224,88,42,2,22,0
71250,89,38,0,25,0
71251,89,42,2,22,0
71376,1074,844,26,1,1
71377,1074,832,18,2,0
71378,1074,1,15,3,0
71379,1074,847,12,4,0
71380,1074,825,10,5,0
71272,1075,844,45,1,1
71273,1075,832,33,2,0
71274,1075,1,16,5,0
71275,1075,847,22,4,0
71276,1075,825,12,8,0
71277,1075,822,8,9,0
71278,1075,839,14,6,0
71279,1075,852,4,11,0
71280,1075,4,2,13,0
71281,1075,855,1,14,0
71282,1075,854,0,15,0
71283,1075,840,0,16,0
71284,1075,848,0,18,0
71285,1075,817,0,19,0
71286,1075,846,6,10,0
71287,1075,849,0,20,0
71288,1075,807,0,17,0
71289,1075,815,12,7,0
71290,1075,830,25,3,1
71291,1075,842,4,12,0
71292,1076,844,71,1,2
71293,1076,832,33,3,0
71294,1076,1,28,5,0
71295,1076,847,37,2,0
71296,1076,825,12,9,0
71297,1076,822,12,10,0
71298,1076,839,20,7,0
71299,1076,852,4,13,0
71300,1076,4,2,14,0
71301,1076,855,1,15,0
71302,1076,854,0,17,0
71303,1076,840,0,18,0
71304,1076,848,1,16,0
71305,1076,817,8,11,0
71306,1076,846,16,8,0
71307,1076,849,0,20,0
71308,1076,807,0,19,0
71309,1076,815,30,4,0
71310,1076,830,25,6,1
71311,1076,842,6,12,0
71312,1076,20,0,21,0
71313,1077,844,86,1,2
71314,1077,832,38,5,0
71315,1077,1,28,7,0
71316,1077,847,49,4,0
71317,1077,825,15,10,0
71318,1077,822,24,8,0
71319,1077,839,20,9,0
71320,1077,852,10,12,0
71321,1077,4,2,15,0
71322,1077,855,1,16,0
71323,1077,854,0,19,0
71324,1077,840,1,18,0
71325,1077,848,1,17,0
71326,1077,817,11,11,0
71327,1077,846,35,6,0
71328,1077,849,0,21,0
71329,1077,807,0,20,0
71330,1077,815,54,3,0
71331,1077,830,59,2,2
71332,1077,842,6,13,0
71333,1077,20,4,14,0
71334,1078,844,104,1,2
71335,1078,832,53,5,0
71336,1078,1,36,6,0
71337,1078,847,59,4,0
71338,1078,825,15,10,0
71339,1078,822,30,8,0
71340,1078,839,24,9,0
71341,1078,852,10,12,0
71342,1078,4,2,16,0
71343,1078,855,1,18,0
71344,1078,854,0,19,0
71345,1078,840,2,17,0
71346,1078,848,3,15,0
71347,1078,817,11,11,0
71348,1078,846,35,7,0
71349,1078,849,0,21,0
71350,1078,807,0,20,0
71351,1078,815,66,3,0
71352,1078,830,85,2,3
71353,1078,842,6,13,0
71354,1078,20,4,14,0
71355,1079,844,104,2,2
71356,1079,832,65,5,0
71357,1079,1,46,6,0
71358,1079,847,74,4,0
71359,1079,825,15,10,0
71360,1079,822,38,8,0
71361,1079,839,30,9,0
71362,1079,852,11,11,0
71363,1079,4,4,15,0
71364,1079,855,1,18,0
71365,1079,854,0,19,0
71366,1079,840,2,17,0
71367,1079,848,3,16,0
71368,1079,817,11,12,0
71369,1079,846,39,7,0
71370,1079,849,0,21,0
71371,1079,807,0,20,0
71372,1079,815,85,3,0
71373,1079,830,110,1,4
71374,1079,842,6,13,0
71375,1079,20,4,14,0
71396,1080,844,116,2,2
71397,1080,832,83,5,0
71398,1080,1,50,6,0
71399,1080,847,84,4,0
71400,1080,825,15,10,0
71401,1080,822,40,8,0
71402,1080,839,30,9,0
71403,1080,852,11,12,0
71404,1080,4,10,13,0
71405,1080,855,1,18,0
71406,1080,854,0,19,0
71407,1080,840,2,17,0
71408,1080,848,3,16,0
71409,1080,817,11,11,0
71410,1080,846,48,7,0
71411,1080,849,0,21,0
71412,1080,807,0,20,0
71413,1080,815,110,3,1
71414,1080,830,125,1,4
71415,1080,842,6,14,0
71416,1080,20,5,15,0
71417,1081,844,116,3,2
71418,1081,832,83,5,0
71419,1081,1,62,6,0
71420,1081,847,99,4,0
71421,1081,825,15,12,0
71422,1081,822,40,8,0
71423,1081,839,31,9,0
71424,1081,852,11,15,0
71425,1081,4,16,11,0
71426,1081,855,1,18,0
71427,1081,854,0,19,0
71428,1081,840,2,17,0
71429,1081,848,3,16,0
71430,1081,817,15,13,0
71431,1081,846,50,7,0
71432,1081,849,0,21,0
71433,1081,807,0,20,0
71434,1081,815,129,2,1
71435,1081,830,150,1,5
71436,1081,842,16,10,0
71437,1081,20,13,14,0
71479,1082,20,13,14,0
71477,1082,830,175,1,6
71476,1082,815,129,2,1
71475,1082,807,0,20,0
71474,1082,849,0,21,0
71471,1082,848,3,17,0
71470,1082,840,3,18,0
71468,1082,855,5,16,0
71467,1082,4,18,10,0
71466,1082,852,11,15,0
71460,1082,832,102,5,0
71461,1082,1,77,6,0
71462,1082,847,111,4,0
71463,1082,825,15,12,0
71464,1082,822,46,8,0
71478,1082,842,16,11,0
71465,1082,839,39,9,0
71472,1082,817,15,13,0
71459,1082,844,126,3,2
71473,1082,846,50,7,0
71469,1082,854,0,19,0
71480,1083,844,138,3,2
71481,1083,832,127,4,1
71482,1083,1,93,6,0
71483,1083,847,111,5,0
71484,1083,825,16,12,0
71485,1083,822,46,8,0
71486,1083,839,39,9,0
71487,1083,852,11,15,0
71488,1083,4,28,10,0
71489,1083,855,5,16,0
71490,1083,854,4,17,0
71491,1083,840,3,19,0
71492,1083,848,3,18,0
71493,1083,817,15,14,0
71494,1083,846,58,7,0
71495,1083,849,0,20,0
71496,1083,807,0,21,0
71497,1083,815,147,2,1
71498,1083,830,181,1,6
71499,1083,842,16,11,0
71500,1083,20,15,13,0
71501,1084,844,170,2,3
71502,1084,832,133,4,1
71503,1084,1,109,6,0
71504,1084,847,128,5,0
71505,1084,825,22,11,0
71506,1084,822,46,9,0
71507,1084,839,52,8,0
71508,1084,852,11,16,0
71509,1084,4,29,10,0
71510,1084,855,5,17,0
71511,1084,854,12,15,0
71512,1084,840,3,19,0
71513,1084,848,3,18,0
71514,1084,817,17,12,0
71515,1084,846,64,7,0
71516,1084,849,0,20,0
71517,1084,807,0,21,0
71518,1084,815,151,3,1
71519,1084,830,208,1,6
71520,1084,842,16,13,0
71521,1084,20,15,14,0
71522,1085,844,170,2,3
71523,1085,832,144,4,1
71524,1085,1,127,6,0
71525,1085,847,143,5,0
71526,1085,825,22,11,0
71527,1085,822,46,9,0
71528,1085,839,56,8,0
71529,1085,852,11,16,0
71530,1085,4,37,10,0
71531,1085,855,5,17,0
71532,1085,854,12,15,0
71533,1085,840,4,18,0
71534,1085,848,3,19,0
71535,1085,817,19,12,0
71536,1085,846,70,7,0
71537,1085,849,0,20,0
71538,1085,807,0,21,0
71539,1085,815,163,3,1
71540,1085,830,233,1,7
71541,1085,842,16,13,0
71542,1085,20,15,14,0
71543,1086,844,178,2,3
71544,1086,832,156,5,1
71545,1086,1,146,6,0
71546,1086,847,158,4,0
71547,1086,825,22,11,0
71548,1086,822,46,9,0
71549,1086,839,58,8,0
71550,1086,852,11,16,0
71551,1086,4,41,10,0
71552,1086,855,5,17,0
71553,1086,854,12,15,0
71554,1086,840,4,18,0
71555,1086,848,3,19,0
71556,1086,817,19,12,0
71557,1086,846,76,7,0
71558,1086,849,0,20,0
71559,1086,807,0,21,0
71560,1086,815,173,3,1
71561,1086,830,258,1,8
71562,1086,842,16,13,0
71563,1086,20,16,14,0
71564,1087,844,186,3,3
71565,1087,832,171,4,1
71566,1087,1,146,6,0
71567,1087,847,170,5,0
71568,1087,825,22,11,0
71569,1087,822,46,10,0
71570,1087,839,64,8,0
71571,1087,852,11,16,0
71572,1087,4,51,9,0
71573,1087,855,5,17,0
71574,1087,854,12,15,0
71575,1087,840,4,19,0
71576,1087,848,4,18,0
71577,1087,817,19,13,0
71578,1087,846,76,7,0
71579,1087,849,0,20,0
71580,1087,807,0,21,0
71581,1087,815,191,2,1
71582,1087,830,284,1,9
71583,1087,842,18,14,0
71584,1087,20,20,12,0
71585,1088,844,201,2,3
71586,1088,832,175,5,1
71587,1088,1,158,6,0
71588,1088,847,188,4,0
71589,1088,825,22,11,0
71590,1088,822,46,10,0
71591,1088,839,66,8,0
71592,1088,852,11,16,0
71593,1088,4,59,9,0
71594,1088,855,5,17,0
71595,1088,854,12,15,0
71596,1088,840,5,18,0
71597,1088,848,4,19,0
71598,1088,817,19,13,0
71599,1088,846,82,7,0
71600,1088,849,0,20,0
71601,1088,807,0,21,0
71602,1088,815,201,3,1
71603,1088,830,310,1,10
71604,1088,842,18,14,0
71605,1088,20,20,12,0
71606,1089,844,219,2,3
71607,1089,832,187,5,1
71608,1089,1,168,6,0
71609,1089,847,203,4,0
71610,1089,825,22,12,0
71611,1089,822,46,10,0
71612,1089,839,66,8,0
71613,1089,852,11,16,0
71614,1089,4,59,9,0
71615,1089,855,6,17,0
71616,1089,854,12,15,0
71617,1089,840,5,18,0
71618,1089,848,4,19,0
71619,1089,817,19,14,0
71620,1089,846,88,7,0
71621,1089,849,0,21,0
71622,1089,807,0,22,0
71623,1089,815,210,3,1
71624,1089,830,335,1,11
71625,1089,842,22,11,0
71626,1089,20,20,13,0
71627,1089,856,2,20,0
71628,1091,844,237,2,3
71629,1091,832,202,5,1
71630,1091,1,170,6,0
71631,1091,847,203,4,0
71632,1091,825,22,14,0
71633,1091,822,46,10,0
71634,1091,839,66,8,0
71635,1091,852,11,17,0
71636,1091,4,59,9,0
71637,1091,855,6,18,0
71638,1091,854,12,16,0
71639,1091,840,13,15,0
71640,1091,848,4,19,0
71641,1091,817,29,11,0
71642,1091,846,100,7,0
71643,1091,849,0,21,0
71644,1091,807,0,22,0
71645,1091,815,235,3,2
71646,1091,830,341,1,11
71647,1091,842,23,13,0
71648,1091,20,24,12,0
71649,1091,856,2,20,0
71693,1092,856,2,21,0
71692,1092,20,32,11,0
71691,1092,842,23,13,0
71690,1092,830,366,1,12
71689,1092,815,253,2,2
71688,1092,807,0,22,0
71687,1092,849,2,20,0
71686,1092,846,101,7,0
71685,1092,817,29,12,0
71684,1092,848,4,19,0
71673,1092,832,202,5,1
71674,1092,1,180,6,0
71675,1092,847,207,4,0
71676,1092,825,22,14,0
71677,1092,822,46,10,0
71678,1092,839,78,8,0
71679,1092,852,11,17,0
71680,1092,4,65,9,0
71681,1092,855,6,18,0
71682,1092,854,12,16,0
71683,1092,840,13,15,0
71672,1092,844,252,3,3
71759,1093,856,2,21,0
71758,1093,20,36,11,0
71756,1093,830,391,1,13
71755,1093,815,265,3,2
71753,1093,849,2,20,0
71751,1093,817,29,12,0
71750,1093,848,4,19,0
71748,1093,854,12,16,0
71747,1093,855,6,18,0
71746,1093,4,71,9,0
71744,1093,839,78,8,0
71743,1093,822,46,10,0
71741,1093,847,218,4,0
71739,1093,832,202,5,1
71745,1093,852,12,17,0
71749,1093,840,13,15,0
71757,1093,842,23,14,0
71740,1093,1,198,6,0
71742,1093,825,24,13,0
71754,1093,807,0,22,0
71752,1093,846,109,7,0
71738,1093,844,267,2,3
71782,1095,844,290,2,3
71781,1094,856,2,21,0
71780,1094,20,36,11,0
71779,1094,842,23,14,0
71778,1094,830,416,1,14
71777,1094,815,280,2,2
71776,1094,807,0,22,0
71775,1094,849,2,20,0
71774,1094,846,111,7,0
71773,1094,817,35,12,0
71772,1094,848,4,19,0
71761,1094,832,212,6,1
71762,1094,1,216,5,0
71763,1094,847,231,4,0
71764,1094,825,24,13,0
71765,1094,822,47,10,0
71766,1094,839,82,8,0
71767,1094,852,12,17,0
71768,1094,4,71,9,0
71769,1094,855,6,18,0
71770,1094,854,12,16,0
71771,1094,840,13,15,0
71760,1094,844,275,3,3
71783,1095,832,234,6,1
71784,1095,1,240,5,0
71785,1095,847,265,4,1
71786,1095,825,25,13,0
71787,1095,822,49,10,0
71788,1095,839,86,8,0
71789,1095,852,12,17,0
71790,1095,4,81,9,0
71791,1095,855,6,18,0
71792,1095,854,12,16,0
71793,1095,840,14,15,0
71794,1095,848,4,19,0
71795,1095,817,35,12,0
71796,1095,846,113,7,0
71797,1095,849,2,20,0
71798,1095,807,0,22,0
71799,1095,815,290,3,2
71800,1095,830,429,1,14
71801,1095,842,23,14,0
71802,1095,20,36,11,0
71803,1095,856,2,21,0
71804,1096,844,308,2,3
71805,1096,832,246,5,1
71806,1096,1,240,6,0
71807,1096,847,275,4,1
71808,1096,825,25,13,0
71809,1096,822,49,10,0
71810,1096,839,92,8,0
71811,1096,852,12,17,0
71812,1096,4,81,9,0
71813,1096,855,6,18,0
71814,1096,854,12,16,0
71815,1096,840,18,15,0
71816,1096,848,4,19,0
71817,1096,817,37,11,0
71818,1096,846,122,7,0
71819,1096,849,2,20,0
71820,1096,807,0,22,0
71821,1096,815,305,3,2
71822,1096,830,454,1,15
71823,1096,842,23,14,0
71824,1096,20,37,12,0
71825,1096,856,2,21,0
71826,1098,848,0,1,0
71827,1098,4,0,2,0
71828,1098,822,0,3,0
71829,1098,842,0,4,0
71830,1098,1,0,5,0
71831,1098,807,0,6,0
71832,1098,844,0,7,0
71833,1098,825,0,8,0
71834,1098,846,0,9,0
71835,1098,839,0,10,0
71836,1098,815,0,11,0
71837,1098,857,0,12,0
71838,1098,847,0,13,0
71839,1098,832,0,14,0
71840,1098,858,0,15,0
71841,1098,840,0,16,0
71842,1098,852,0,17,0
71843,1098,830,0,18,0
71844,1098,856,0,19,0
71845,1098,855,0,20,0
